Tweet,Student,"Sentiment (positive, negative, or Neutral)"
"rt AT_USER a winter walk at forest farm, cardiff \u2013 plus win a \u00a375 targetdry voucher URL on AT_USER",Angela Huang,neutral
winter dreams - URL - ladies flatcap accessory hats handmade etsygifts winter stylechat URL,Angela Huang,positive
3 products for a winter\u00a0bronze URL URL,Angela Huang,neutral
rt AT_USER a little reminder to wear bright or high viz gear when out running in the dark winter nights. URL,Angela Huang,neutral
rt AT_USER winterization tips for trucking fleets: URL via AT_USER winter,Angela Huang,neutral
rt AT_USER who's going to winterfestcle this weekend? it's an awesome cleveland tradition! URL,Angela Huang,positive
rt AT_USER feeling as snug as a bug... in a green rug... some lovely winter goodies at AT_USER AT_USER hehe \ud83c\udf1a\ud83d\ude08\ud83d\udc4d\ud83c\udffb\u2603\u2744\ufe0f URL,Angela Huang,positive
"winter newsletter: events, inspiration, progress - URL",Angela Huang,positive
relax this winter URL spaathome AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER,Angela Huang,positive
rt AT_USER winter classic alumni game rosters announced - URL URL,Angela Huang,neutral
rt AT_USER get ready for the best london christmas markets and winter festivals &gt; URL via AT_USER \u2026,Angela Huang,positive
winter day and night mountain scene (christmas) {graphicriver} URL,Angela Huang,positive
rt AT_USER please sign - tower hamlets council: open empty buildings as winter shelters URL via AT_USER,Angela Huang,neutral
rt AT_USER AT_USER has closed cayuse &amp; chinook passes (srs 410 / 123) for the winter URL AT_USER -pw,Angela Huang,neutral
rip uggs. you survived one winter and a dog attack. URL,Angela Huang,negative
rt AT_USER testing marathon done today AT_USER and university hasselt...ready for the winter AT_USER URL,Angela Huang,positive
rt AT_USER the year 1 and 2 winter performance times have been announced! they will be held at 2.15pm on thursday 10th and 9.30a\u2026,Angela Huang,positive
rt AT_USER unfortunately runners have yet to find a way to activate the hibernation status that animal characters seem to have. htt\u2026,Angela Huang,negative
padded winter coats \u00a315 kids \u00a318 adults. stocks are low. when they are gone they're gone URL,Angela Huang,neutral
"rt AT_USER new artwork for sale! - \""lodge in the winter forest\"" - URL AT_USER URL",Angela Huang,positive
"enjoy, conditions are amazing! \""AT_USER winter park, loving every minute of it! coloradolive\"" URL",Angela Huang,positive
feeling darker hair for the winter \ud83d\udc69\ud83c\udffd,Angela Huang,neutral
"rt AT_USER open every weekend this winter, then everyday from easter. \ud83c\udfc4URL URL",Angela Huang,neutral
winter classic alumni game rosters ... - URL dfs fanduel draftkings fantasysport nfl nba mlb nhl fd lineups,Angela Huang,neutral
"now that it's actually winter, its the perfect time to cozy up to some coffee and warm butternut\u2026 URL",Angela Huang,positive
rt AT_USER if you are not playing a winter sport and plan on playing lacrosse you need to start coming to workouts. \ud83d\udcaf,Arnaud Bourhis,neutral
ooo pretty x URL,Arnaud Bourhis,positive
"super yum\ud83c\udfbc (@ winter wonderland in london, greater london) URL URL",Arnaud Bourhis,positive
i+want+to+win+2+vip+tix+to+AT_USER URL \ud83c\udf89\ud83d\udd25\ud83d\ude0d\ud83c\udf2f\ud83d\udcaf\ud83c\udf49\ud83d\ude0e\ud83d\udd0a,Arnaud Bourhis,neutral
can i hibernate this winter bc sleeping for 8 months straight sounds pretty cool right now,Arnaud Bourhis,positive
rt AT_USER weather insider: on winter outlooks. URL rva rvawx,Arnaud Bourhis,negative
we are ready for winter weather. we hope you are too. URL URL,Arnaud Bourhis,positive
went to play wit the firewood now i'm ready for winter,Arnaud Bourhis,positive
rt AT_USER the direct result of greed. those who have had their snouts in the trough ought to be very ashamed of themselves. https:/\u2026,Arnaud Bourhis,negative
AT_USER it's time for the winter mani! rt &amp; follow for a chance to win our nail art tool kit. ends 25th nov. t&amp;cs apply. fantastic,Arnaud Bourhis,neutral
"rt AT_USER see some amazing employers first-hand over winter break -&gt; check out eace \""road trips to the real world\"" rsvp -&gt; https:\u2026",Arnaud Bourhis,positive
dontmiss the winter laird debut timetravel romance AT_USER diversonpub giveaway mistsoffate URL,Arnaud Bourhis,neutral
august silk top 37% off retail! risdarling fashion tradesy goals minimalist treatyoself winter christmas URL,Arnaud Bourhis,neutral
"cool for the summer... except it's winter\"".. bahahaha \ud83d\ude02",Arnaud Bourhis,positive
curse you winter!! your flu bug zapped me &gt;.&lt; itsnotwelcome,Arnaud Bourhis,negative
"winter sourdough. \""winter\"", because it took all day to ferment and prove, such are november\u2026 URL",Arnaud Bourhis,neutral
rt AT_USER the hunt begins when legends come alive. horror folklore caughtinthecrosshairs URL \u2026 URL,Arnaud Bourhis,negative
"rt AT_USER good morning lake tahoe! 38\u00baf in tahoe city. a potent winter storm will arrive tuesday with high winds, falling... URL",Arnaud Bourhis,negative
winter nights in snuggled up watching i'm a celeb \ud83d\ude01 nothing says christmas more than this \ud83d\ude0d,Arnaud Bourhis,positive
winter weather already! \ud83d\ude0a\ud83c\udf89\ud83c\udf2b\ud83c\udf2c\ud83d\udca8\ud83d\udc9a\u2764\ufe0f,Arnaud Bourhis,positive
winter headband made tonight \u2744\ufe0f\u26c4\ufe0f AT_USER AT_USER cosyears! URL,Arnaud Bourhis,positive
rt AT_USER winter wonderland and the magic of model trains runs through january 10th! don't miss out! URL,Arnaud Bourhis,positive
our perfect stocking fillers helping local wildlife this winter URL,Arnaud Bourhis,neutral
fruit flies! winter season reverses outcome of fruit fly reproduction - URL URL,Arnaud Bourhis,neutral
rt AT_USER winter terror - ice is everywhere.,Arnaud Bourhis,negative
the pretty little liars are back in tons of pictures from the winter premiere URL,Arnaud Bourhis,neutral
"best 2008 nhl winter classic, buffalo, ny sabres &amp; penguins program &amp; 2 tickets URL afb URL",Arnaud Bourhis,neutral
snow makes me happpppyyyy!!!! snow winter truckee tahoe URL,Arnaud Bourhis,positive
"AT_USER many of them, although most aren't around in the winter when the park is mostly closed",Arnaud Bourhis,neutral
i wish i had a job that paid enough during the winter so i could take off the summer and afford like 5 summer festivals,Arnaud Bourhis,negative
rt AT_USER reminder: seal leaky attics and crawl spaces before the winter chill hits! URL URL,Arnaud Bourhis,negative
the fosters &amp; recovery road - abc family reveals new winter premiere dates URL URL,Arnaud Bourhis,positive
rt AT_USER thanks AT_USER it's a great new bc book for middle readers URL history adventure kidlit URL,Arnaud Bourhis,positive
AT_USER are you staying here for winter break too???,Arnaud Bourhis,neutral
rt URL your winter home-maintenance checklist URL by tericettina URL,Arnaud Bourhis,neutral
"confident marty walsh shows off new snow blowers, touts boston's winter snow plans URL",Arnaud Bourhis,neutral
AT_USER you think this winter will be snowy,Arnaud Bourhis,neutral
montrealcanadiens 2016 winter classic alumni game rosters announced canadiens gohabsho habs URL,Arnaud Bourhis,neutral
i just got some free music from AT_USER on AT_USER download it here: URL perfecttuneage dualtonerecords,Arnaud Bourhis,positive
winter time is all about to the slay ladies \ud83d\udc85\ud83c\udffc,Arnaud Bourhis,positive
i'm watching freaks &amp; geeks as my first winter binge. sofarsogood,Arnaud Bourhis,positive
rt AT_USER winter morning routine!: URL via AT_USER,Arnaud Bourhis,positive
+ 5 days till my birthday URL,Arnaud Bourhis,positive
i just started back getting proteinpowder &amp; preworkout for an extra boost during this winter,Arnaud Bourhis,positive
rt AT_USER useful info about the upcoming winter storm was added to the 2-1-1 sacramento website. URL URL,Arnaud Bourhis,neutral
a holiday favorite is easy to buy local! michigan is 1st nationally in winter squash production. URL AT_USER,Arnaud Bourhis,positive
my perpetual bitching about petite clothing has taken a level cause f*** trying to find a winter coat,Arnaud Bourhis,negative
it's snowing and my fingers are gonna fall off. definitely winter,Arnaud Bourhis,negative
"AT_USER summer or not, if you beat antarctica then you are really cold! hopefully this winter won't be so bad. :)",Arnaud Bourhis,neutral
rt AT_USER yeah because f*** your legs and let them get frostbites URL,Arnaud Bourhis,negative
rt AT_USER winter selfies with AT_USER URL,Ayomide Akinokun,positive
found a transponder snail! killer rabbits...!?the amazing fauna of one winter island. trecru URL,Ayomide Akinokun,positive
11.24.15 urgent \u2013 winter weather message: urgent \u2013 winter weather message national weather service pocatello i... URL,Ayomide Akinokun,neutral
"rt AT_USER this winter, we'll launch 2 rockets through the aurora borealis to study our magnetic field: URL URL",Ayomide Akinokun,neutral
ready 4 winter URL,Ayomide Akinokun,positive
rt AT_USER winter mix under construction. \ud83d\udee0 URL,Ayomide Akinokun,neutral
"in navigating the rapidly changing world of dating, i know that i must be my sole source of self-confidence. - susan winter",Ayomide Akinokun,positive
"threatsassaults at 3001-3048 antique oaks cir, winter park, fl 32792. orlpol ocso",Ayomide Akinokun,neutral
marco sturm back on the ice for the AT_USER winter classic bruinstalk URL,Ayomide Akinokun,neutral
rt AT_USER AT_USER you know what's not slacking this winter? our greens thanks to this! available AT_USER urwelcome URL,Ayomide Akinokun,positive
"rt AT_USER stay cozy this winter with 50% off sweaters, and 30% off everything else at lands' end! URL",Ayomide Akinokun,positive
omfg!!! URL,Ayomide Akinokun,neutral
rt AT_USER griff rhys jones with tim AT_USER supporting surviving winter! donate at URL URL,Ayomide Akinokun,positive
winter is certainly my favourite \u2744,Ayomide Akinokun,positive
a winter weather advisory has been issued for our listening area. URL winterweatheradvisory weather,Ayomide Akinokun,neutral
never wear roshes in winter,Ayomide Akinokun,negative
rt AT_USER would u rather b in winter or summer forever? iheartshawnandcamila,Ayomide Akinokun,neutral
rt AT_USER see details of our great deals for this winter! notrollybans URL,Ayomide Akinokun,positive
rt AT_USER two types of terrain in pa that should be mentioned at the end of every weather forecast during winter. 1. slushy 2. s\u2026,Ayomide Akinokun,neutral
knss weather: winter weather advisory issued november 24 at 3:22pm cst until november 28 at 6:00am cst b... URL kswx,Ayomide Akinokun,negative
rt AT_USER winter is coming! \u2744\ufe0f cocopro has your rda amount of vitamin c &amp; here are some benefits: URL URL,Ayomide Akinokun,positive
i'd be perfectly fine if the weather stayed like this all winter!,Ayomide Akinokun,positive
sunset at 4:30 winter canadianproblems sunset URL,Ayomide Akinokun,negative
nike wants you to wear sneakers all winter long - here's why you shouldn't URL business,Ayomide Akinokun,negative
AT_USER AT_USER i heard there's a cafe in hoxton that's offering to grit beards during icy weather this winter.,Ayomide Akinokun,neutral
oh boy it snowed... can't wait for all the girls to still wear leggings on dress down day in the cold winter,Ayomide Akinokun,negative
winter variety show acts are due december 4th!! hope you're all getting ready \u2744\ufe0f\ud83c\udf85\ud83c\udffc\ud83c\udfa4,Ayomide Akinokun,neutral
the vt legislature has an opportunity this winter to get back to the fiscal fundamentals. read my thoughts: URL vtpoli,Ayomide Akinokun,neutral
rockaway beach is a fascinating place in the winter. hibernating until summer. URL,Ayomide Akinokun,positive
looking for a winter term class? ali has tons of great classes everything from hiking and yoga to bouldering! URL,Ayomide Akinokun,positive
left a tiny bit of my window open in winter the whole night. freezing,Ayomide Akinokun,negative
"people that say \""i love winter because i like being warm inside and knowing it cold outside\"" are literally the stupidest type of people",Ayomide Akinokun,negative
year abroad probs: foregoing the purchase of a winter coat in favour of a hot chocolate every day until i go home sameprice decisions,Ayomide Akinokun,neutral
"hmm a kiss from someone special means, he will keep me warm during the freezing winter lol. URL",Ayomide Akinokun,positive
1 winter album URL,Ayomide Akinokun,neutral
prep your garage for winter with these four tips from popular mechanics! URL,Ayomide Akinokun,positive
